Sequence Name	GI	Percent Identity	Length	e-value	Query Start	Query End	Subject Start	Subject End	Gaps	Score	Bits
S4053906	gi|14456617|Na-ATPase	76.68	253	43	15	1	245	1792	1548	2e-32	 126
S4111977	gi|32130540|psbO	100.00	30	0	0	24	53	854	883	5e-12	56.5
S4111977	gi|32130540|psbO	94.29	35	1	1	1	34	867	901	7e-11	52.8
S4191754	gi|32130540|psbO	86.54	52	6	1	1	52	513	563	6e-12	56.5
S4191754	gi|32130540|psbO	100.00	28	0	0	33	60	503	530	8e-11	52.8
J4336315	gi|14456617|Na-ATPase	100.00	54	0	0	1	54	860	807	5e-25	 100
J4336315	gi|14456617|Na-ATPase	100.00	54	0	0	48	101	861	808	5e-25	 100
J4348947	gi|14456617|Na-ATPase	75.31	1049	236	21	517	1554	1238	202	3e-138	 481
J4348947	gi|14456617|Na-ATPase	100.00	45	0	0	1	45	1577	1533	1e-18	84.2
J4360974	gi|603053|psbA	99.90	1035	0	1	1	1035	19	1052	0.0	1905
J4386050	gi|14456617|Na-ATPase	86.49	185	25	0	1	185	1947	1763	7e-56	 204
J4389323	gi|14456617|Na-ATPase	82.85	239	37	4	1	237	2233	1997	6e-58	 211
J4409013	gi|146739105|prk	98.39	62	0	1	1	62	1125	1185	2e-27	 108
J4409013	gi|146739105|prk	97.30	37	0	1	50	86	1102	1137	2e-13	62.1
J4416953	gi|32130540|psbO	100.00	48	0	0	1	48	788	835	8e-22	89.8
J4416953	gi|32130540|psbO	97.22	36	1	0	39	74	784	819	2e-13	62.1
J4419610	gi|32130540|psbO	100.00	33	0	0	1	33	151	183	1e-13	62.1
J4419610	gi|32130540|psbO	100.00	32	0	0	30	61	147	178	5e-13	60.2
J4420257	gi|32130540|psbO	100.00	38	0	0	35	72	503	540	3e-16	71.3
R4206668	gi|146739105|prk	100.00	1183	0	0	450	1632	1220	38	0.0	2185
S4187790	gi|14456617|Na-ATPase	100.00	31	0	0	21	51	1312	1342	1e-12	58.4
J4264898	gi|14456617|Na-ATPase	93.75	192	12	0	1	192	2641	2450	2e-81	 289
J4276152	gi|14456617|Na-ATPase	98.90	91	1	0	1	91	2171	2081	8e-44	 163
J4276152	gi|14456617|Na-ATPase	100.00	36	0	0	84	119	2175	2140	6e-15	67.6
R4206718	gi|14456617|Na-ATPase	99.27	3994	27	2	2209	6201	3993	1	0.0	7214
R4211557	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
R4215881	gi|355398356|NR2-2/2HbN	87.55	514	62	2	1	513	2285	2797	1e-172	 593
R4215881	gi|240129575|NR1	87.55	514	62	2	1	513	2000	2512	1e-172	 593
J4322598	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
J4404591	gi|146739105|prk	100.00	35	0	0	1	35	538	572	1e-14	65.8
J4404591	gi|146739105|prk	100.00	32	0	0	29	60	538	569	5e-13	60.2
J4436666	gi|32130540|psbO	97.39	115	1	1	1	113	788	902	3e-53	 195
J4437129	gi|146739105|prk	100.00	56	0	0	1	56	539	484	4e-26	 104
J4437129	gi|146739105|prk	100.00	56	0	0	51	106	540	485	4e-26	 104
R4206570	gi|32130540|psbO	99.09	1100	7	3	208	1304	1107	8	0.0	1973
File: TransABySS_norm_combined_cap3.txt 
Contig537	gi|14456617|Na-ATPase	100.00	29	0	0	2867	2895	1089	1061	1e-09	54.7
Contig773	gi|355398356|NR2-2/2HbN	99.75	2833	7	0	15	2847	2833	1	0.0	5193
Contig773	gi|240129575|NR1	99.63	1635	6	0	1249	2883	1635	1	0.0	2987
Contig773	gi|240129575|NR1	99.89	922	1	0	15	936	2548	1627	0.0	1698
Contig2692	gi|14456617|Na-ATPase	76.68	253	43	15	1	245	1792	1548	2e-32	 126
Contig4070	gi|14456617|Na-ATPase	75.31	1049	236	21	517	1554	1238	202	3e-138	 481
Contig4070	gi|14456617|Na-ATPase	100.00	45	0	0	1	45	1577	1533	1e-18	84.2
Contig4150	gi|603053|psbA	99.76	1241	2	1	1	1241	19	1258	0.0	2274
Contig4656	gi|146739105|prk	100.00	1183	0	0	450	1632	1220	38	0.0	2185
Contig8477	gi|14456617|Na-ATPase	97.94	97	0	2	794	889	315	220	5e-44	 167
Contig8477	gi|14456617|Na-ATPase	100.00	69	0	0	1	69	379	311	2e-32	 128
Contig8657	gi|14456617|Na-ATPase	99.27	3994	27	2	2209	6201	3993	1	0.0	7214
Contig9002	gi|14456617|Na-ATPase	88.49	252	29	0	222	473	3993	3742	5e-86	 305
Contig9375	gi|355398356|NR2-2/2HbN	87.55	514	62	2	1	513	2285	2797	1e-172	 593
Contig9375	gi|240129575|NR1	87.55	514	62	2	1	513	2000	2512	1e-172	 593
Contig11506	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
Contig11888	gi|14456617|Na-ATPase	82.98	652	101	10	383	1029	3255	2609	2e-168	 580
Contig11888	gi|14456617|Na-ATPase	83.11	148	15	8	1	140	3631	3486	9e-32	 126
Contig11991	gi|32130540|psbO	99.09	1100	7	3	208	1304	1107	8	0.0	1973
Contig16737	gi|32130540|psbO	100.00	38	0	0	34	71	503	540	3e-16	71.3
Contig16737	gi|32130540|psbO	86.79	53	6	1	1	53	512	563	2e-12	58.4
Contig16910	gi|14456617|Na-ATPase	87.04	355	42	4	1	353	2349	1997	6e-114	 398
File: TransABySS_norm_rsem.txt 
R4206570	gi|32130540|psbO	99.09	1100	7	3	208	1304	1107	8	0.0	1973
R4206668	gi|146739105|prk	100.00	1183	0	0	450	1632	1220	38	0.0	2185
R4206718	gi|14456617|Na-ATPase	99.27	3994	27	2	2209	6201	3993	1	0.0	7214
R4210649	gi|603053|psbA	99.83	1171	2	0	95	1265	1258	88	0.0	2152
R4211557	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
R4212066	gi|14456617|Na-ATPase	100.00	29	0	0	2867	2895	1089	1061	1e-09	54.7
R4212572	gi|14456617|Na-ATPase	82.90	649	101	10	379	1022	3255	2612	8e-167	 575
R4212572	gi|14456617|Na-ATPase	82.64	144	15	8	1	136	3627	3486	2e-29	 119
R4214106	gi|355398356|NR2-2/2HbN	99.75	2833	7	0	15	2847	2833	1	0.0	5193
R4214106	gi|240129575|NR1	99.63	1635	6	0	1249	2883	1635	1	0.0	2987
R4214106	gi|240129575|NR1	99.89	922	1	0	15	936	2548	1627	0.0	1698
R4215881	gi|355398356|NR2-2/2HbN	87.55	514	62	2	1	513	2285	2797	1e-172	 593
R4215881	gi|240129575|NR1	87.55	514	62	2	1	513	2000	2512	1e-172	 593
R4220770	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
S843197	gi|32130540|psbO	86.54	52	4	2	7	56	563	513	2e-11	54.7
S1556814	gi|32130540|psbO	94.44	54	1	1	1	52	556	503	9e-20	82.4
S4053906	gi|14456617|Na-ATPase	76.68	253	43	15	1	245	1792	1548	2e-32	 126
S4111977	gi|32130540|psbO	100.00	30	0	0	24	53	854	883	5e-12	56.5
S4111977	gi|32130540|psbO	94.29	35	1	1	1	34	867	901	7e-11	52.8
S4187790	gi|14456617|Na-ATPase	100.00	31	0	0	21	51	1312	1342	1e-12	58.4
S4191754	gi|32130540|psbO	86.54	52	6	1	1	52	513	563	6e-12	56.5
S4191754	gi|32130540|psbO	100.00	28	0	0	33	60	503	530	8e-11	52.8
J4264017	gi|355398356|NR2-2/2HbN	92.96	142	7	2	1	142	1409	1271	5e-56	 204
J4264017	gi|240129575|NR1	92.96	142	7	2	1	142	1445	1307	5e-56	 204
J4264898	gi|14456617|Na-ATPase	93.75	192	12	0	1	192	2641	2450	2e-81	 289
J4271630	gi|32130540|psbO	100.00	53	0	0	28	80	840	788	1e-24	99.0
J4271630	gi|32130540|psbO	100.00	35	0	0	1	35	813	779	1e-14	65.8
J4276152	gi|14456617|Na-ATPase	98.90	91	1	0	1	91	2171	2081	8e-44	 163
J4276152	gi|14456617|Na-ATPase	100.00	36	0	0	84	119	2175	2140	6e-15	67.6
J4280782	gi|14456617|Na-ATPase	100.00	28	0	0	35	62	3704	3677	8e-11	52.8
J4281920	gi|14456617|Na-ATPase	95.31	64	3	0	1	64	2512	2449	8e-26	 102
J4292523	gi|32130540|psbO	98.77	81	1	0	1	81	788	868	2e-38	 145
J4298009	gi|32130540|psbO	97.62	126	1	2	32	155	1107	982	3e-59	 215
J4300216	gi|32130540|psbO	98.25	57	1	0	44	100	221	165	5e-25	 100
J4300216	gi|32130540|psbO	100.00	49	0	0	1	49	212	164	3e-22	91.6
J4325462	gi|14456617|Na-ATPase	93.42	76	5	0	1	76	2684	2609	5e-29	 113
J4336315	gi|14456617|Na-ATPase	100.00	54	0	0	1	54	860	807	5e-25	 100
J4336315	gi|14456617|Na-ATPase	100.00	54	0	0	48	101	861	808	5e-25	 100
J4360974	gi|603053|psbA	99.90	1035	0	1	1	1035	19	1052	0.0	1905
J4386050	gi|14456617|Na-ATPase	86.49	185	25	0	1	185	1947	1763	7e-56	 204
J4391100	gi|32130540|psbO	98.59	71	1	0	24	94	1052	982	8e-33	 126
J4391100	gi|32130540|psbO	100.00	30	0	0	3	32	1010	981	1e-11	56.5
J4401132	gi|32130540|psbO	96.20	79	3	0	1	79	165	243	6e-34	 130
J4401132	gi|32130540|psbO	100.00	33	0	0	64	96	150	182	2e-13	62.1
J4401309	gi|32130540|psbO	92.45	53	3	1	1	53	512	563	2e-17	75.0
J4401309	gi|32130540|psbO	100.00	37	0	0	35	71	504	540	9e-16	69.4
J4405632	gi|32130540|psbO	100.00	46	0	0	1	46	213	258	1e-20	86.1
J4405632	gi|32130540|psbO	97.83	46	1	0	40	85	258	213	5e-19	80.5
J4407078	gi|32130540|psbO	97.62	42	1	0	34	75	499	540	8e-17	73.1
J4409013	gi|146739105|prk	98.39	62	0	1	1	62	1125	1185	2e-27	 108
J4409013	gi|146739105|prk	97.30	37	0	1	50	86	1102	1137	2e-13	62.1
J4411182	gi|32130540|psbO	100.00	38	0	0	1	38	540	503	3e-16	71.3
J4411182	gi|32130540|psbO	100.00	32	0	0	41	72	543	512	6e-13	60.2
J4415498	gi|14456617|Na-ATPase	88.48	243	28	0	1	243	3742	3984	6e-83	 294
J4416953	gi|32130540|psbO	100.00	48	0	0	1	48	788	835	8e-22	89.8
J4416953	gi|32130540|psbO	97.22	36	1	0	39	74	784	819	2e-13	62.1
J4419610	gi|32130540|psbO	100.00	33	0	0	1	33	151	183	1e-13	62.1
J4419610	gi|32130540|psbO	100.00	32	0	0	30	61	147	178	5e-13	60.2
J4420257	gi|32130540|psbO	100.00	38	0	0	35	72	503	540	3e-16	71.3
J4421788	gi|14456617|Na-ATPase	93.51	185	12	0	1	185	3782	3598	2e-77	 276
J4425720	gi|14456617|Na-ATPase	86.67	345	42	4	1	343	2349	2007	2e-108	 379
J4431282	gi|146739105|prk	100.00	37	0	0	48	84	1156	1192	1e-15	69.4
J4437129	gi|146739105|prk	100.00	56	0	0	1	56	539	484	4e-26	 104
J4437129	gi|146739105|prk	100.00	56	0	0	51	106	540	485	4e-26	 104
File: Trinity.txt 
TR1429|c0_g1_i1	gi|603053|psbA	100.00	34	0	0	1	34	34	1	7e-13	63.9
TR4006|c0_g1_i1	gi|14456617|Na-ATPase	81.01	237	41	4	510	744	1238	1004	1e-49	 185
TR4006|c0_g1_i1	gi|14456617|Na-ATPase	100.00	38	0	0	1	38	1570	1533	3e-15	71.3
TR5922|c0_g1_i1	gi|14456617|Na-ATPase	83.22	149	15	8	1	141	3632	3486	2e-32	 128
TR5982|c0_g1_i1	gi|14456617|Na-ATPase	99.27	3994	27	2	449	4441	3993	1	0.0	7214
TR7990|c0_g1_i1	gi|14456617|Na-ATPase	97.30	37	1	0	11	47	1089	1053	1e-12	63.9
TR9553|c1_g1_i1	gi|355398356|NR2-2/2HbN	97.44	1447	37	0	56	1502	2833	1387	0.0	2468
TR9553|c1_g1_i1	gi|240129575|NR1	99.57	922	4	0	56	977	2548	1627	0.0	1681
TR9553|c1_g1_i2	gi|355398356|NR2-2/2HbN	99.01	2833	28	0	56	2888	2833	1	0.0	5077
TR9553|c1_g1_i2	gi|240129575|NR1	98.65	1635	22	0	1290	2924	1635	1	0.0	2898
TR9553|c1_g1_i2	gi|240129575|NR1	99.57	922	4	0	56	977	2548	1627	0.0	1681
TR9553|c1_g1_i3	gi|355398356|NR2-2/2HbN	97.11	1351	36	1	56	1406	2833	1486	0.0	2276
TR9553|c1_g1_i3	gi|240129575|NR1	99.46	922	5	0	56	977	2548	1627	0.0	1676
TR9553|c1_g1_i4	gi|355398356|NR2-2/2HbN	94.67	1352	67	3	56	1406	2833	1486	0.0	2093
TR9553|c1_g1_i4	gi|240129575|NR1	95.88	923	36	2	56	977	2548	1627	0.0	1493
TR9553|c1_g1_i5	gi|355398356|NR2-2/2HbN	97.56	2333	55	2	56	2387	2833	502	0.0	3991
TR9553|c1_g1_i5	gi|240129575|NR1	98.45	1098	17	0	1290	2387	1635	538	0.0	1934
TR9553|c1_g1_i5	gi|240129575|NR1	95.88	923	36	2	56	977	2548	1627	0.0	1493
TR9553|c1_g1_i6	gi|355398356|NR2-2/2HbN	94.82	1448	73	2	56	1502	2833	1387	0.0	2257
TR9553|c1_g1_i6	gi|240129575|NR1	95.34	923	41	2	56	977	2548	1627	0.0	1465
TR17442|c0_g1_i1	gi|14456617|Na-ATPase	81.65	267	43	6	1	264	2256	1993	1e-59	 217
TR21688|c0_g1_i1	gi|14456617|Na-ATPase	100.00	37	0	0	1	37	347	311	1e-14	69.4
TR23209|c0_g1_i1	gi|146739105|prk	100.00	1220	0	0	22	1241	1	1220	0.0	2254
TR23843|c0_g1_i1	gi|603053|psbA	99.84	1245	2	0	104	1348	1258	14	0.0	2289
TR32855|c1_g1_i2	gi|14456617|Na-ATPase	97.30	37	1	0	3	39	1053	1089	2e-12	63.9
TR33321|c0_g1_i1	gi|14456617|Na-ATPase	97.14	35	1	0	586	620	2186	2220	6e-12	60.2
TR38715|c0_g1_i1	gi|14456617|Na-ATPase	97.37	38	0	1	312	349	496	460	2e-13	63.9
TR41732|c0_g1_i1	gi|14456617|Na-ATPase	74.49	839	195	17	2	831	1030	202	8e-98	 346
TR46569|c0_g1_i1	gi|14456617|Na-ATPase	77.82	266	43	15	1	258	1541	1798	1e-39	 150
TR49747|c0_g1_i1	gi|14456617|Na-ATPase	100.00	34	0	0	750	783	89	122	6e-13	63.9
TR58251|c0_g1_i1	gi|14456617|Na-ATPase	100.00	37	0	0	1	37	661	625	6e-15	69.4
TR58251|c0_g1_i1	gi|14456617|Na-ATPase	100.00	32	0	0	341	372	625	594	3e-12	60.2
TR58869|c1_g1_i1	gi|14456617|Na-ATPase	100.00	37	0	0	1	37	3983	3947	9e-15	69.4
TR61641|c0_g1_i1	gi|32130540|psbO	99.10	1107	7	3	218	1321	1107	1	0.0	1986
File: Trinity_cluster.txt 
TR4006|c0_g1_i1	gi|14456617|Na-ATPase	81.01	237	41	4	510	744	1238	1004	1e-49	 185
TR4006|c0_g1_i1	gi|14456617|Na-ATPase	100.00	38	0	0	1	38	1570	1533	3e-15	71.3
TR5982|c0_g1_i1	gi|14456617|Na-ATPase	99.27	3994	27	2	449	4441	3993	1	0.0	7214
TR23843|c0_g1_i1	gi|603053|psbA	99.84	1245	2	0	104	1348	1258	14	0.0	2289
TR41732|c0_g1_i1	gi|14456617|Na-ATPase	74.49	839	195	17	2	831	1030	202	8e-98	 346
TR46569|c0_g1_i1	gi|14456617|Na-ATPase	77.82	266	43	15	1	258	1541	1798	1e-39	 150
TR49747|c0_g1_i1	gi|14456617|Na-ATPase	100.00	34	0	0	750	783	89	122	6e-13	63.9
TR61641|c0_g1_i1	gi|32130540|psbO	99.10	1107	7	3	218	1321	1107	1	0.0	1986
TR1429|c0_g1_i1	gi|603053|psbA	100.00	34	0	0	1	34	34	1	7e-13	63.9
TR7990|c0_g1_i1	gi|14456617|Na-ATPase	97.30	37	1	0	11	47	1089	1053	1e-12	63.9
TR9553|c1_g1_i2	gi|355398356|NR2-2/2HbN	99.01	2833	28	0	56	2888	2833	1	0.0	5077
TR9553|c1_g1_i2	gi|240129575|NR1	98.65	1635	22	0	1290	2924	1635	1	0.0	2898
TR9553|c1_g1_i2	gi|240129575|NR1	99.57	922	4	0	56	977	2548	1627	0.0	1681
TR17442|c0_g1_i1	gi|14456617|Na-ATPase	81.65	267	43	6	1	264	2256	1993	1e-59	 217
TR21688|c0_g1_i1	gi|14456617|Na-ATPase	100.00	37	0	0	1	37	347	311	1e-14	69.4
TR33321|c0_g1_i1	gi|14456617|Na-ATPase	97.14	35	1	0	586	620	2186	2220	6e-12	60.2
TR58869|c1_g1_i1	gi|14456617|Na-ATPase	100.00	37	0	0	1	37	3983	3947	9e-15	69.4
TR5922|c0_g1_i1	gi|14456617|Na-ATPase	83.22	149	15	8	1	141	3632	3486	2e-32	 128
TR23209|c0_g1_i1	gi|146739105|prk	100.00	1220	0	0	22	1241	1	1220	0.0	2254
TR38715|c0_g1_i1	gi|14456617|Na-ATPase	97.37	38	0	1	312	349	496	460	2e-13	63.9
TR58251|c0_g1_i1	gi|14456617|Na-ATPase	100.00	37	0	0	1	37	661	625	6e-15	69.4
TR58251|c0_g1_i1	gi|14456617|Na-ATPase	100.00	32	0	0	341	372	625	594	3e-12	60.2
File: Trinity_cluster_knorm.txt 
TR12110|c0_g1_i1	gi|32130540|psbO	99.10	1107	7	3	218	1321	1107	1	0.0	1986
TR16501|c0_g1_i1	gi|14456617|Na-ATPase	100.00	34	0	0	750	783	89	122	6e-13	63.9
TR22747|c1_g1_i3	gi|355398356|NR2-2/2HbN	96.90	1258	36	2	1	1258	1422	168	0.0	2104
TR22747|c1_g1_i3	gi|240129575|NR1	96.90	1258	36	2	1	1258	1458	204	0.0	2104
TR22801|c2_g2_i3	gi|14456617|Na-ATPase	99.27	3994	27	2	606	4598	3993	1	0.0	7214
TR34034|c0_g1_i1	gi|603053|psbA	99.59	243	1	0	1	243	14	256	5e-128	 444
TR34837|c0_g1_i1	gi|14456617|Na-ATPase	97.37	38	0	1	1	38	460	496	2e-13	63.9
TR51099|c0_g1_i1	gi|14456617|Na-ATPase	100.00	33	0	0	1	33	795	763	6e-13	62.1
TR9409|c0_g3_i1	gi|14456617|Na-ATPase	75.99	504	117	4	202	703	523	1024	2e-71	 257
TR12309|c0_g1_i1	gi|14456617|Na-ATPase	76.86	255	43	15	1	247	1546	1792	2e-33	 130
TR20488|c0_g1_i1	gi|603053|psbA	100.00	34	0	0	1	34	34	1	7e-13	63.9
TR22747|c0_g1_i3	gi|355398356|NR2-2/2HbN	97.17	495	14	0	1	495	1880	1386	0.0	 837
TR22747|c0_g1_i3	gi|240129575|NR1	93.46	214	14	0	282	495	1635	1422	7e-90	 318
TR22747|c0_g3_i1	gi|355398356|NR2-2/2HbN	96.17	940	36	0	137	1076	2797	1858	0.0	1537
TR22747|c0_g3_i1	gi|240129575|NR1	95.94	886	36	0	137	1022	2512	1627	0.0	1437
TR22747|c2_g1_i1	gi|355398356|NR2-2/2HbN	89.22	334	34	2	1	333	2679	2347	2e-119	 416
TR22747|c2_g1_i1	gi|240129575|NR1	89.22	334	34	2	1	333	2394	2062	2e-119	 416
TR33757|c0_g1_i1	gi|14456617|Na-ATPase	100.00	35	0	0	1	35	1567	1533	1e-13	65.8
TR12879|c0_g1_i1	gi|14456617|Na-ATPase	100.00	34	0	0	2	35	658	625	3e-13	63.9
TR12879|c0_g1_i1	gi|14456617|Na-ATPase	100.00	32	0	0	339	370	625	594	3e-12	60.2
TR38140|c0_g1_i1	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	342	311	7e-12	60.2
TR11027|c0_g1_i1	gi|14456617|Na-ATPase	82.99	147	15	8	325	463	3486	3630	2e-31	 124
TR22836|c0_g1_i1	gi|14456617|Na-ATPase	98.28	58	1	0	594	651	2197	2140	1e-24	 102
TR22836|c0_g1_i1	gi|14456617|Na-ATPase	97.06	34	1	0	1	34	2219	2186	2e-11	58.4
TR24201|c0_g1_i1	gi|146739105|prk	100.00	1220	0	0	22	1241	1	1220	0.0	2254
TR32474|c0_g1_i1	gi|14456617|Na-ATPase	97.30	37	1	0	10	46	1089	1053	1e-12	63.9
TR43846|c0_g1_i1	gi|355398356|NR2-2/2HbN	100.00	188	0	0	1	188	2646	2833	4e-99	 348
TR43846|c0_g1_i1	gi|240129575|NR1	100.00	188	0	0	1	188	2361	2548	4e-99	 348
TR57143|c0_g1_i1	gi|14456617|Na-ATPase	81.34	268	44	6	1	265	2257	1993	2e-58	 213
File: Trinity_cluster_tnorm.txt 
TR8075|c0_g1_i1	gi|14456617|Na-ATPase	100.00	34	0	0	750	783	89	122	6e-13	63.9
TR12053|c0_g1_i5	gi|355398356|NR2-2/2HbN	92.87	883	63	0	94	976	2797	1915	0.0	1282
TR12053|c0_g1_i5	gi|240129575|NR1	92.87	883	63	0	94	976	2512	1630	0.0	1282
TR12517|c0_g1_i1	gi|14456617|Na-ATPase	100.00	36	0	0	1	36	346	311	4e-14	67.6
TR27949|c0_g1_i1	gi|32130540|psbO	99.10	1107	7	3	218	1321	1107	1	0.0	1986
TR41562|c0_g1_i1	gi|14456617|Na-ATPase	76.02	246	51	8	1	242	1543	1784	1e-30	 121
TR42788|c0_g1_i1	gi|14456617|Na-ATPase	100.00	36	0	0	1	36	660	625	2e-14	67.6
TR42788|c0_g1_i1	gi|14456617|Na-ATPase	100.00	32	0	0	340	371	625	594	3e-12	60.2
TR48679|c0_g1_i1	gi|14456617|Na-ATPase	96.67	60	2	0	1	60	3934	3993	2e-24	 100
TR52655|c0_g1_i1	gi|14456617|Na-ATPase	97.30	37	1	0	8	44	1089	1053	1e-12	63.9
TR1831|c0_g1_i1	gi|603053|psbA	99.84	1245	2	0	1	1245	14	1258	0.0	2289
TR12026|c3_g3_i1	gi|14456617|Na-ATPase	99.19	862	5	2	1	861	861	1	0.0	1552
TR12053|c0_g2_i1	gi|240129575|NR1	98.95	380	4	0	1	380	380	1	0.0	 680
TR12053|c0_g2_i1	gi|355398356|NR2-2/2HbN	98.84	344	4	0	1	344	344	1	7e-179	 614
TR27948|c2_g3_i1	gi|14456617|Na-ATPase	97.30	37	1	0	4	40	1053	1089	2e-12	63.9
TR40434|c0_g1_i1	gi|14456617|Na-ATPase	81.40	242	39	6	1	239	2231	1993	2e-52	 193
TR51617|c0_g1_i1	gi|603053|psbA	100.00	34	0	0	1	34	34	1	7e-13	63.9
TR12026|c3_g2_i1	gi|14456617|Na-ATPase	99.42	2429	14	0	1	2429	3235	807	0.0	4409
TR59757|c0_g1_i1	gi|14456617|Na-ATPase	97.37	38	0	1	1	38	460	496	2e-13	63.9
TR12026|c3_g1_i1	gi|14456617|Na-ATPase	98.98	781	8	0	449	1229	3993	3213	0.0	1399
TR30472|c0_g1_i1	gi|146739105|prk	100.00	1220	0	0	22	1241	1	1220	0.0	2254
TR44832|c0_g1_i1	gi|14456617|Na-ATPase	74.70	842	194	17	334	1166	202	1033	4e-101	 357
TR58930|c0_g1_i1	gi|355398356|NR2-2/2HbN	100.00	179	0	0	1	179	2655	2833	4e-94	 331
TR58930|c0_g1_i1	gi|240129575|NR1	100.00	179	0	0	1	179	2370	2548	4e-94	 331
File: Trinity_combined_cap3.txt 
Contig575	gi|603053|psbA	99.84	1245	2	0	1	1245	14	1258	0.0	2289
Contig1025	gi|14456617|Na-ATPase	74.61	843	194	18	333	1166	202	1033	5e-100	 353
Contig1139	gi|14456617|Na-ATPase	77.82	266	43	15	1	258	1541	1798	1e-39	 150
Contig1513	gi|32130540|psbO	99.10	1107	7	3	218	1321	1107	1	0.0	1986
Contig1818	gi|355398356|NR2-2/2HbN	98.66	2836	35	2	56	2891	2833	1	0.0	5024
Contig1818	gi|240129575|NR1	98.05	1638	29	2	1290	2927	1635	1	0.0	2844
Contig1818	gi|240129575|NR1	99.57	922	4	0	56	977	2548	1627	0.0	1681
Contig3574	gi|355398356|NR2-2/2HbN	94.21	2247	120	6	99	2340	2797	556	0.0	3421
Contig3574	gi|240129575|NR1	94.66	1048	48	4	1297	2340	1635	592	0.0	1618
Contig3574	gi|240129575|NR1	91.66	887	72	2	99	984	2512	1627	0.0	1227
Contig5232	gi|146739105|prk	100.00	1220	0	0	22	1241	1	1220	0.0	2254
Contig9108	gi|14456617|Na-ATPase	100.00	34	0	0	750	783	89	122	6e-13	63.9
Contig10365	gi|14456617|Na-ATPase	99.27	3994	27	2	606	4598	3993	1	0.0	7214
Contig12597	gi|14456617|Na-ATPase	97.37	38	0	1	1	38	460	496	2e-13	63.9
Contig15600	gi|14456617|Na-ATPase	100.00	33	0	0	1	33	795	763	6e-13	62.1
Contig21116	gi|603053|psbA	100.00	34	0	0	1	34	34	1	7e-13	63.9
Contig21460	gi|355398356|NR2-2/2HbN	96.17	940	36	0	137	1076	2797	1858	0.0	1537
Contig21460	gi|240129575|NR1	95.94	886	36	0	137	1022	2512	1627	0.0	1437
Contig30696	gi|14456617|Na-ATPase	100.00	34	0	0	2	35	658	625	3e-13	63.9
Contig30696	gi|14456617|Na-ATPase	100.00	32	0	0	339	370	625	594	3e-12	60.2
Contig35109	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	342	311	7e-12	60.2
Contig36666	gi|14456617|Na-ATPase	97.30	37	1	0	2727	2763	1089	1053	3e-12	63.9
Contig42835	gi|14456617|Na-ATPase	98.28	58	1	0	594	651	2197	2140	1e-24	 102
Contig42835	gi|14456617|Na-ATPase	97.06	34	1	0	1	34	2219	2186	2e-11	58.4
Contig48334	gi|14456617|Na-ATPase	81.34	268	44	6	1	265	2257	1993	2e-58	 213
Contig49803	gi|14456617|Na-ATPase	96.67	60	2	0	1	60	3934	3993	2e-24	 100
Contig50643	gi|14456617|Na-ATPase	80.59	237	42	4	521	755	1238	1004	5e-48	 180
Contig50643	gi|14456617|Na-ATPase	100.00	49	0	0	1	49	1581	1533	3e-21	91.6
Contig51614	gi|14456617|Na-ATPase	83.22	149	15	8	764	904	3486	3632	2e-32	 128
Contig52935	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	3980	3947	4e-13	63.9
Contig53369	gi|355398356|NR2-2/2HbN	94.57	2798	147	3	94	2887	2797	1	0.0	4320
Contig53369	gi|240129575|NR1	95.59	1634	69	1	1293	2923	1634	1	0.0	2615
Contig53369	gi|240129575|NR1	92.56	887	64	2	94	979	2512	1627	0.0	1271
File: Trinity_knorm.txt 
TR9409|c0_g2_i1	gi|14456617|Na-ATPase	75.73	511	120	4	6	514	516	1024	2e-70	 254
TR9409|c0_g3_i1	gi|14456617|Na-ATPase	75.99	504	117	4	202	703	523	1024	2e-71	 257
TR11027|c0_g1_i1	gi|14456617|Na-ATPase	82.99	147	15	8	325	463	3486	3630	2e-31	 124
TR12110|c0_g1_i1	gi|32130540|psbO	99.10	1107	7	3	218	1321	1107	1	0.0	1986
TR12309|c0_g1_i1	gi|14456617|Na-ATPase	76.86	255	43	15	1	247	1546	1792	2e-33	 130
TR12879|c0_g1_i1	gi|14456617|Na-ATPase	100.00	34	0	0	2	35	658	625	3e-13	63.9
TR12879|c0_g1_i1	gi|14456617|Na-ATPase	100.00	32	0	0	339	370	625	594	3e-12	60.2
TR16501|c0_g1_i1	gi|14456617|Na-ATPase	100.00	34	0	0	750	783	89	122	6e-13	63.9
TR20488|c0_g1_i1	gi|603053|psbA	100.00	34	0	0	1	34	34	1	7e-13	63.9
TR22747|c0_g1_i1	gi|355398356|NR2-2/2HbN	91.41	291	25	0	2	292	1676	1386	1e-114	 399
TR22747|c0_g1_i1	gi|240129575|NR1	93.90	213	13	0	80	292	1634	1422	3e-91	 322
